# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_rpy.bag'
# timestamp tx ty tz qx qy qz qw
1305031229.0632 1.3053 0.6852 1.5764 0.6819 0.5356 0.0092 -0.4981
1305031229.0732 1.3055 0.6853 1.5769 -0.6806 -0.5347 -0.0140 0.5007
1305031229.0832 1.3057 0.6853 1.5775 -0.6795 -0.5331 -0.0186 0.5037
1305031229.0932 1.3058 0.6855 1.5778 -0.6779 -0.5319 -0.0215 0.5070
1305031229.1032 1.3064 0.6856 1.5784 -0.6766 -0.5301 -0.0252 0.5105
1305031229.1132 1.3064 0.6857 1.5789 -0.6747 -0.5288 -0.0287 0.5141
1305031229.1232 1.3068 0.6856 1.5793 -0.6735 -0.5275 -0.0325 0.5167
1305031229.1332 1.3069 0.6857 1.5799 -0.6722 -0.5260 -0.0362 0.5198
1305031229.1432 1.3068 0.6858 1.5804 -0.6704 -0.5250 -0.0398 0.5228
1305031229.1532 1.3071 0.6859 1.5808 -0.6690 -0.5240 -0.0432 0.5255
1305031229.1631 1.3070 0.6859 1.5812 -0.6672 -0.5223 -0.0462 0.5290
1305031229.1732 1.3068 0.6862 1.5817 -0.6652 -0.5215 -0.0485 0.5321
1305031229.1831 1.3073 0.6865 1.5822 -0.6649 -0.5196 -0.0522 0.5341
1305031229.1931 1.3074 0.6865 1.5826 -0.6644 -0.5182 -0.0560 0.5357
1305031229.2031 1.3074 0.6868 1.5828 -0.6633 -0.5170 -0.0585 0.5379
1305031229.2132 1.3076 0.6870 1.5833 -0.6632 -0.5160 -0.0620 0.5386
1305031229.2232 1.3076 0.6872 1.5835 -0.6626 -0.5152 -0.0640 0.5398
1305031229.2332 1.3077 0.6873 1.5838 -0.6618 -0.5148 -0.0656 0.5410
1305031229.2432 1.3076 0.6876 1.5843 -0.6605 -0.5143 -0.0668 0.5430
1305031229.2532 1.3076 0.6879 1.5845 -0.6592 -0.5139 -0.0670 0.5449
1305031229.2632 1.3076 0.6880 1.5848 -0.6587 -0.5132 -0.0676 0.5460
1305031229.2732 1.3078 0.6881 1.5851 -0.6589 -0.5127 -0.0688 0.5461
1305031229.2832 1.3078 0.6882 1.5852 -0.6594 -0.5122 -0.0695 0.5458
1305031229.2932 1.3076 0.6885 1.5853 -0.6592 -0.5120 -0.0694 0.5464
1305031229.3032 1.3079 0.6887 1.5853 -0.6605 -0.5115 -0.0700 0.5451
1305031229.3132 1.3080 0.6890 1.5852 -0.6612 -0.5114 -0.0702 0.5443
1305031229.3231 1.3080 0.6892 1.5852 -0.6611 -0.5116 -0.0696 0.5444
1305031229.3331 1.3079 0.6893 1.5853 -0.6606 -0.5119 -0.0688 0.5449
1305031229.3432 1.3077 0.6894 1.5852 -0.6604 -0.5122 -0.0682 0.5448
1305031229.3531 1.3076 0.6895 1.5850 -0.6607 -0.5129 -0.0675 0.5439
1305031229.3631 1.3073 0.6896 1.5846 -0.6608 -0.5139 -0.0659 0.5430
1305031229.3731 1.3069 0.6896 1.5842 -0.6614 -0.5156 -0.0638 0.5411
1305031229.3832 1.3067 0.6896 1.5838 -0.6620 -0.5178 -0.0605 0.5385
1305031229.3931 1.3062 0.6895 1.5835 -0.6626 -0.5197 -0.0566 0.5364
1305031229.4031 1.3059 0.6894 1.5831 -0.6639 -0.5212 -0.0524 0.5338
1305031229.4133 1.3058 0.6892 1.5826 -0.6660 -0.5220 -0.0494 0.5306
1305031229.4232 1.3054 0.6895 1.5820 -0.6677 -0.5233 -0.0452 0.5276
1305031229.4331 1.3049 0.6891 1.5814 -0.6698 -0.5253 -0.0414 0.5232
1305031229.4432 1.3042 0.6891 1.5805 -0.6707 -0.5283 -0.0348 0.5195
1305031229.4532 1.3038 0.6889 1.5798 -0.6720 -0.5325 -0.0288 0.5138
1305031229.4632 1.3030 0.6886 1.5790 -0.6729 -0.5365 -0.0210 0.5089
1305031229.4732 1.3027 0.6884 1.5783 -0.6735 -0.5401 -0.0134 0.5044
1305031229.4832 1.3018 0.6884 1.5777 -0.6742 -0.5430 -0.0067 0.5005
1305031229.4932 1.3013 0.6883 1.5771 0.6760 0.5445 0.0019 -0.4966
1305031229.5032 1.3014 0.6882 1.5761 0.6792 0.5444 -0.0022 -0.4921
1305031229.5132 1.3005 0.6887 1.5756 0.6795 0.5457 -0.0077 -0.4904
1305031229.5232 1.3001 0.6882 1.5745 0.6818 0.5482 -0.0115 -0.4843
1305031229.5332 1.2989 0.6880 1.5734 0.6817 0.5533 -0.0180 -0.4784
1305031229.5432 1.2987 0.6876 1.5724 0.6836 0.5580 -0.0242 -0.4699
1305031229.5532 1.2982 0.6874 1.5713 0.6843 0.5621 -0.0321 -0.4634
1305031229.5632 1.2978 0.6868 1.5707 0.6854 0.5650 -0.0392 -0.4576
1305031229.5732 1.2965 0.6866 1.5700 0.6849 0.5663 -0.0467 -0.4561
1305031229.5832 1.2966 0.6863 1.5693 0.6872 0.5664 -0.0508 -0.4520
1305031229.5932 1.2967 0.6861 1.5686 0.6895 0.5667 -0.0532 -0.4479
1305031229.6032 1.2956 0.6860 1.5678 0.6893 0.5690 -0.0566 -0.4450
1305031229.6131 1.2953 0.6856 1.5668 0.6898 0.5709 -0.0601 -0.4411
1305031229.6232 1.2951 0.6851 1.5658 0.6911 0.5738 -0.0626 -0.4350
1305031229.6332 1.2944 0.6848 1.5650 0.6901 0.5770 -0.0682 -0.4315
1305031229.6432 1.2938 0.6844 1.5642 0.6894 0.5790 -0.0734 -0.4291
1305031229.6532 1.2937 0.6839 1.5637 0.6902 0.5796 -0.0770 -0.4264
1305031229.6632 1.2936 0.6835 1.5632 0.6914 0.5800 -0.0785 -0.4235
1305031229.6731 1.2933 0.6832 1.5624 0.6924 0.5801 -0.0805 -0.4214
1305031229.6832 1.2926 0.6827 1.5620 0.6916 0.5820 -0.0825 -0.4197
1305031229.6932 1.2922 0.6823 1.5614 0.6907 0.5831 -0.0859 -0.4190
1305031229.7031 1.2915 0.6816 1.5606 0.6900 0.5861 -0.0897 -0.4152
1305031229.7132 1.2915 0.6810 1.5599 0.6908 0.5881 -0.0931 -0.4102
1305031229.7232 1.2911 0.6805 1.5594 0.6905 0.5905 -0.0980 -0.4062
1305031229.7331 1.2904 0.6799 1.5587 0.6904 0.5921 -0.1036 -0.4026
1305031229.7432 1.2904 0.6794 1.5583 0.6916 0.5924 -0.1076 -0.3990
1305031229.7533 1.2901 0.6789 1.5578 0.6922 0.5930 -0.1115 -0.3961
1305031229.7633 1.2900 0.6782 1.5574 0.6931 0.5938 -0.1149 -0.3922
1305031229.7732 1.2896 0.6776 1.5569 0.6931 0.5949 -0.1186 -0.3895
1305031229.7832 1.2888 0.6770 1.5564 0.6925 0.5964 -0.1228 -0.3869
1305031229.7932 1.2888 0.6768 1.5560 0.6921 0.5970 -0.1286 -0.3849
1305031229.8031 1.2881 0.6761 1.5557 0.6915 0.5992 -0.1335 -0.3808
1305031229.8131 1.2877 0.6757 1.5552 0.6910 0.6005 -0.1400 -0.3772
1305031229.8232 1.2879 0.6750 1.5548 0.6923 0.6012 -0.1440 -0.3721
1305031229.8332 1.2876 0.6743 1.5545 0.6929 0.6025 -0.1486 -0.3672
1305031229.8432 1.2870 0.6736 1.5541 0.6928 0.6040 -0.1536 -0.3627
1305031229.8532 1.2871 0.6728 1.5539 0.6937 0.6045 -0.1579 -0.3583
1305031229.8631 1.2866 0.6722 1.5535 0.6931 0.6056 -0.1629 -0.3554
1305031229.8731 1.2860 0.6715 1.5533 0.6918 0.6076 -0.1688 -0.3518
1305031229.8832 1.2858 0.6708 1.5530 0.6915 0.6089 -0.1735 -0.3478
1305031229.8932 1.2853 0.6698 1.5528 0.6906 0.6106 -0.1790 -0.3438
1305031229.9032 1.2849 0.6691 1.5525 0.6902 0.6121 -0.1844 -0.3391
1305031229.9136 1.2842 0.6681 1.5521 0.6890 0.6144 -0.1907 -0.3338
1305031229.9232 1.2843 0.6674 1.5518 0.6892 0.6154 -0.1956 -0.3285
1305031229.9337 1.2841 0.6666 1.5516 0.6891 0.6164 -0.2007 -0.3239
1305031229.9431 1.2836 0.6658 1.5515 0.6883 0.6182 -0.2058 -0.3189
1305031229.9531 1.2831 0.6648 1.5512 0.6880 0.6185 -0.2112 -0.3155
1305031229.9632 1.2830 0.6641 1.5510 0.6876 0.6192 -0.2158 -0.3118
1305031229.9731 1.2826 0.6633 1.5508 0.6866 0.6207 -0.2203 -0.3079
1305031229.9832 1.2826 0.6625 1.5507 0.6870 0.6214 -0.2229 -0.3037
1305031229.9932 1.2820 0.6616 1.5504 0.6857 0.6229 -0.2273 -0.3002
1305031230.0031 1.2820 0.6609 1.5505 0.6854 0.6244 -0.2293 -0.2963
1305031230.0131 1.2816 0.6599 1.5502 0.6843 0.6256 -0.2334 -0.2932
1305031230.0232 1.2816 0.6591 1.5502 0.6840 0.6264 -0.2362 -0.2898
1305031230.0331 1.2812 0.6583 1.5501 0.6830 0.6275 -0.2398 -0.2868
1305031230.0431 1.2810 0.6575 1.5500 0.6824 0.6279 -0.2432 -0.2843
1305031230.0531 1.2805 0.6567 1.5501 0.6812 0.6288 -0.2472 -0.2817
1305031230.0632 1.2806 0.6559 1.5501 0.6808 0.6292 -0.2504 -0.2789
1305031230.0732 1.2802 0.6550 1.5499 0.6798 0.6303 -0.2540 -0.2759
1305031230.0832 1.2802 0.6541 1.5499 0.6797 0.6308 -0.2563 -0.2727
1305031230.0931 1.2799 0.6533 1.5500 0.6789 0.6320 -0.2588 -0.2696
1305031230.1031 1.2796 0.6523 1.5498 0.6780 0.6327 -0.2621 -0.2671
1305031230.1131 1.2793 0.6514 1.5498 0.6768 0.6336 -0.2657 -0.2646
1305031230.1232 1.2794 0.6506 1.5497 0.6764 0.6343 -0.2677 -0.2616
1305031230.1331 1.2788 0.6496 1.5495 0.6754 0.6350 -0.2714 -0.2587
1305031230.1431 1.2790 0.6487 1.5496 0.6750 0.6363 -0.2730 -0.2549
1305031230.1532 1.2787 0.6477 1.5494 0.6742 0.6367 -0.2763 -0.2525
1305031230.1632 1.2786 0.6468 1.5494 0.6733 0.6380 -0.2787 -0.2491
1305031230.1731 1.2783 0.6458 1.5492 0.6720 0.6385 -0.2824 -0.2470
1305031230.1834 1.2784 0.6447 1.5491 0.6710 0.6392 -0.2855 -0.2440
1305031230.1931 1.2779 0.6439 1.5490 0.6693 0.6402 -0.2894 -0.2418
1305031230.2031 1.2786 0.6431 1.5492 0.6698 0.6414 -0.2890 -0.2377
1305031230.2131 1.2782 0.6421 1.5491 0.6686 0.6422 -0.2925 -0.2348
1305031230.2232 1.2782 0.6411 1.5490 0.6683 0.6422 -0.2948 -0.2325
1305031230.2331 1.2775 0.6399 1.5488 0.6666 0.6426 -0.2995 -0.2301
1305031230.2431 1.2774 0.6390 1.5488 0.6658 0.6431 -0.3025 -0.2273
1305031230.2531 1.2769 0.6381 1.5488 0.6639 0.6436 -0.3072 -0.2251
1305031230.2633 1.2768 0.6371 1.5486 0.6633 0.6441 -0.3100 -0.2214
1305031230.2731 1.2771 0.6363 1.5486 0.6628 0.6455 -0.3114 -0.2170
1305031230.2832 1.2773 0.6350 1.5481 0.6629 0.6455 -0.3145 -0.2121
1305031230.2932 1.2774 0.6341 1.5482 0.6622 0.6462 -0.3169 -0.2084
1305031230.3032 1.2772 0.6331 1.5483 0.6610 0.6461 -0.3207 -0.2066
1305031230.3132 1.2773 0.6322 1.5485 0.6597 0.6468 -0.3240 -0.2037
1305031230.3232 1.2772 0.6312 1.5485 0.6588 0.6470 -0.3271 -0.2010
1305031230.3331 1.2769 0.6303 1.5486 0.6571 0.6481 -0.3302 -0.1978
1305031230.3432 1.2772 0.6295 1.5486 0.6567 0.6487 -0.3322 -0.1938
1305031230.3532 1.2772 0.6286 1.5487 0.6557 0.6497 -0.3348 -0.1894
1305031230.3631 1.2759 0.6279 1.5483 0.6522 0.6512 -0.3403 -0.1864
1305031230.3731 1.2757 0.6268 1.5480 0.6512 0.6513 -0.3441 -0.1825
1305031230.3832 1.2754 0.6259 1.5479 0.6499 0.6521 -0.3476 -0.1779
1305031230.3931 1.2754 0.6251 1.5478 0.6490 0.6523 -0.3507 -0.1741
1305031230.4031 1.2753 0.6240 1.5477 0.6477 0.6528 -0.3542 -0.1698
1305031230.4131 1.2751 0.6229 1.5477 0.6466 0.6529 -0.3579 -0.1659
1305031230.4231 1.2751 0.6221 1.5477 0.6453 0.6536 -0.3613 -0.1607
1305031230.4331 1.2749 0.6209 1.5475 0.6439 0.6537 -0.3657 -0.1559
1305031230.4432 1.2746 0.6197 1.5473 0.6416 0.6541 -0.3709 -0.1513
1305031230.4532 1.2745 0.6185 1.5472 0.6397 0.6544 -0.3760 -0.1457
1305031230.4631 1.2744 0.6172 1.5471 0.6372 0.6554 -0.3807 -0.1392
1305031230.4731 1.2744 0.6159 1.5471 0.6352 0.6561 -0.3853 -0.1327
1305031230.4844 1.2741 0.6146 1.5468 0.6328 0.6564 -0.3906 -0.1268
1305031230.4931 1.2741 0.6132 1.5467 0.6304 0.6573 -0.3953 -0.1196
1305031230.5031 1.2739 0.6119 1.5465 0.6282 0.6571 -0.4009 -0.1134
1305031230.5131 1.2738 0.6105 1.5466 0.6256 0.6577 -0.4058 -0.1066
1305031230.5232 1.2739 0.6092 1.5465 0.6235 0.6574 -0.4111 -0.1005
1305031230.5331 1.2741 0.6080 1.5468 0.6212 0.6582 -0.4149 -0.0936
1305031230.5432 1.2739 0.6065 1.5467 0.6181 0.6580 -0.4212 -0.0874
1305031230.5532 1.2740 0.6051 1.5467 0.6155 0.6586 -0.4253 -0.0806
1305031230.5631 1.2738 0.6037 1.5466 0.6122 0.6594 -0.4301 -0.0742
1305031230.5732 1.2739 0.6024 1.5466 0.6095 0.6598 -0.4343 -0.0678
1305031230.5832 1.2741 0.6010 1.5466 0.6066 0.6603 -0.4386 -0.0612
1305031230.5931 1.2742 0.5998 1.5466 0.6037 0.6605 -0.4430 -0.0554
1305031230.6031 1.2744 0.5983 1.5468 0.6007 0.6606 -0.4475 -0.0494
1305031230.6131 1.2745 0.5970 1.5468 0.5972 0.6615 -0.4517 -0.0429
1305031230.6232 1.2747 0.5957 1.5466 0.5952 0.6607 -0.4559 -0.0375
1305031230.6332 1.2748 0.5945 1.5467 0.5924 0.6615 -0.4588 -0.0317
1305031230.6432 1.2750 0.5932 1.5466 0.5899 0.6617 -0.4619 -0.0265
1305031230.6532 1.2752 0.5921 1.5466 0.5878 0.6620 -0.4646 -0.0211
1305031230.6631 1.2754 0.5908 1.5465 0.5853 0.6621 -0.4677 -0.0162
1305031230.6731 1.2755 0.5897 1.5465 0.5835 0.6617 -0.4706 -0.0121
1305031230.6832 1.2755 0.5886 1.5466 0.5809 0.6622 -0.4733 -0.0079
1305031230.6932 1.2756 0.5875 1.5466 0.5789 0.6618 -0.4763 -0.0038
1305031230.7031 1.2757 0.5866 1.5467 0.5766 0.6620 -0.4788 0.0008
1305031230.7131 1.2758 0.5856 1.5467 0.5743 0.6620 -0.4816 0.0051
1305031230.7232 1.2761 0.5845 1.5469 0.5718 0.6620 -0.4844 0.0102
1305031230.7331 1.2762 0.5835 1.5469 0.5695 0.6618 -0.4873 0.0146
1305031230.7431 1.2763 0.5826 1.5471 0.5667 0.6621 -0.4900 0.0194
1305031230.7531 1.2765 0.5815 1.5471 0.5642 0.6615 -0.4935 0.0231
1305031230.7631 1.2767 0.5807 1.5475 0.5612 0.6613 -0.4969 0.0281
1305031230.7731 1.2770 0.5795 1.5478 0.5586 0.6605 -0.5006 0.0324
1305031230.7831 1.2771 0.5787 1.5481 0.5556 0.6600 -0.5043 0.0367
1305031230.7931 1.2773 0.5779 1.5486 0.5527 0.6594 -0.5079 0.0406
1305031230.8032 1.2776 0.5771 1.5490 0.5505 0.6582 -0.5116 0.0445
1305031230.8135 1.2779 0.5765 1.5496 0.5475 0.6586 -0.5137 0.0502
1305031230.8231 1.2782 0.5756 1.5499 0.5446 0.6577 -0.5173 0.0556
1305031230.8331 1.2784 0.5749 1.5503 0.5414 0.6574 -0.5206 0.0605
1305031230.8431 1.2788 0.5741 1.5508 0.5380 0.6570 -0.5240 0.0662
1305031230.8531 1.2790 0.5732 1.5513 0.5347 0.6559 -0.5281 0.0706
1305031230.8632 1.2792 0.5723 1.5518 0.5315 0.6544 -0.5326 0.0748
1305031230.8731 1.2795 0.5717 1.5524 0.5280 0.6539 -0.5360 0.0797
1305031230.8835 1.2797 0.5709 1.5529 0.5248 0.6529 -0.5397 0.0843
1305031230.8931 1.2799 0.5704 1.5533 0.5218 0.6521 -0.5428 0.0885
1305031230.9032 1.2801 0.5698 1.5537 0.5187 0.6514 -0.5458 0.0933
1305031230.9132 1.2804 0.5693 1.5542 0.5161 0.6508 -0.5484 0.0969
1305031230.9232 1.2805 0.5687 1.5545 0.5139 0.6497 -0.5512 0.0998
1305031230.9331 1.2806 0.5683 1.5548 0.5116 0.6490 -0.5536 0.1029
1305031230.9431 1.2807 0.5680 1.5552 0.5099 0.6481 -0.5558 0.1052
1305031230.9531 1.2808 0.5676 1.5555 0.5087 0.6472 -0.5576 0.1068
1305031230.9632 1.2808 0.5674 1.5557 0.5076 0.6470 -0.5586 0.1084
1305031230.9732 1.2809 0.5673 1.5559 0.5063 0.6471 -0.5592 0.1104
1305031230.9835 1.2808 0.5670 1.5560 0.5056 0.6463 -0.5605 0.1114
1305031230.9932 1.2807 0.5669 1.5561 0.5051 0.6461 -0.5610 0.1124
1305031231.0031 1.2806 0.5668 1.5562 0.5048 0.6459 -0.5614 0.1132
1305031231.0132 1.2805 0.5667 1.5562 0.5046 0.6458 -0.5617 0.1137
1305031231.0232 1.2804 0.5667 1.5563 0.5044 0.6457 -0.5619 0.1138
1305031231.0331 1.2802 0.5667 1.5563 0.5045 0.6456 -0.5620 0.1135
1305031231.0432 1.2800 0.5668 1.5563 0.5046 0.6455 -0.5621 0.1129
1305031231.0531 1.2798 0.5669 1.5563 0.5048 0.6455 -0.5620 0.1122
1305031231.0631 1.2796 0.5669 1.5562 0.5051 0.6454 -0.5620 0.1116
1305031231.0731 1.2794 0.5670 1.5561 0.5052 0.6457 -0.5617 0.1112
1305031231.0832 1.2793 0.5673 1.5558 0.5045 0.6469 -0.5608 0.1117
1305031231.0932 1.2790 0.5673 1.5556 0.5047 0.6474 -0.5600 0.1118
1305031231.1032 1.2787 0.5673 1.5553 0.5051 0.6474 -0.5598 0.1115
1305031231.1132 1.2784 0.5673 1.5551 0.5055 0.6472 -0.5596 0.1113
1305031231.1232 1.2781 0.5674 1.5550 0.5060 0.6468 -0.5598 0.1108
1305031231.1331 1.2778 0.5675 1.5548 0.5065 0.6465 -0.5597 0.1105
1305031231.1432 1.2776 0.5678 1.5545 0.5070 0.6468 -0.5590 0.1104
1305031231.1532 1.2773 0.5679 1.5542 0.5078 0.6467 -0.5584 0.1097
1305031231.1632 1.2772 0.5684 1.5538 0.5086 0.6473 -0.5572 0.1094
1305031231.1732 1.2768 0.5685 1.5533 0.5098 0.6473 -0.5562 0.1081
1305031231.1832 1.2763 0.5688 1.5528 0.5119 0.6471 -0.5549 0.1061
1305031231.1931 1.2759 0.5693 1.5523 0.5136 0.6479 -0.5527 0.1047
1305031231.2031 1.2756 0.5700 1.5518 0.5159 0.6487 -0.5503 0.1015
1305031231.2131 1.2751 0.5707 1.5513 0.5183 0.6485 -0.5489 0.0975
1305031231.2232 1.2746 0.5715 1.5507 0.5212 0.6484 -0.5470 0.0931
1305031231.2332 1.2741 0.5724 1.5501 0.5242 0.6490 -0.5442 0.0890
1305031231.2432 1.2736 0.5730 1.5494 0.5282 0.6489 -0.5412 0.0835
1305031231.2531 1.2730 0.5740 1.5486 0.5320 0.6497 -0.5373 0.0784
1305031231.2632 1.2725 0.5753 1.5479 0.5362 0.6510 -0.5323 0.0736
1305031231.2731 1.2719 0.5764 1.5471 0.5405 0.6511 -0.5286 0.0673
1305031231.2833 1.2713 0.5777 1.5463 0.5449 0.6516 -0.5242 0.0607
1305031231.2932 1.2709 0.5791 1.5454 0.5491 0.6531 -0.5186 0.0548
1305031231.3031 1.2703 0.5803 1.5446 0.5537 0.6532 -0.5144 0.0470
1305031231.3131 1.2697 0.5815 1.5439 0.5578 0.6544 -0.5089 0.0406
1305031231.3231 1.2692 0.5827 1.5429 0.5616 0.6554 -0.5039 0.0343
1305031231.3331 1.2687 0.5839 1.5421 0.5653 0.6566 -0.4985 0.0278
1305031231.3431 1.2683 0.5852 1.5415 0.5687 0.6582 -0.4929 0.0215
1305031231.3531 1.2680 0.5863 1.5408 0.5719 0.6587 -0.4888 0.0145
1305031231.3631 1.2675 0.5875 1.5399 0.5754 0.6598 -0.4832 0.0086
1305031231.3731 1.2671 0.5886 1.5393 0.5787 0.6601 -0.4789 0.0020
1305031231.3832 1.2666 0.5899 1.5387 0.5820 0.6606 -0.4742 -0.0043
1305031231.3932 1.2662 0.5911 1.5378 0.5854 0.6606 -0.4699 -0.0102
1305031231.4031 1.2659 0.5922 1.5373 0.5888 0.6611 -0.4647 -0.0151
1305031231.4132 1.2658 0.5934 1.5366 0.5916 0.6617 -0.4601 -0.0192
1305031231.4232 1.2657 0.5945 1.5360 0.5949 0.6620 -0.4552 -0.0232
1305031231.4331 1.2654 0.5955 1.5352 0.5974 0.6621 -0.4517 -0.0279
1305031231.4432 1.2653 0.5966 1.5345 0.6002 0.6622 -0.4474 -0.0318
1305031231.4532 1.2650 0.5976 1.5338 0.6027 0.6619 -0.4442 -0.0366
1305031231.4632 1.2649 0.5988 1.5333 0.6052 0.6624 -0.4397 -0.0403
1305031231.4731 1.2647 0.5997 1.5326 0.6074 0.6624 -0.4362 -0.0442
1305031231.4835 1.2646 0.6005 1.5320 0.6098 0.6621 -0.4330 -0.0487
1305031231.4932 1.2644 0.6016 1.5314 0.6120 0.6615 -0.4301 -0.0533
1305031231.5031 1.2643 0.6026 1.5307 0.6143 0.6616 -0.4263 -0.0571
1305031231.5132 1.2643 0.6036 1.5302 0.6166 0.6621 -0.4217 -0.0596
1305031231.5231 1.2642 0.6041 1.5296 0.6184 0.6613 -0.4198 -0.0639
1305031231.5332 1.2639 0.6049 1.5289 0.6203 0.6608 -0.4171 -0.0676
1305031231.5431 1.2640 0.6059 1.5283 0.6222 0.6610 -0.4133 -0.0710
1305031231.5531 1.2640 0.6066 1.5279 0.6237 0.6611 -0.4103 -0.0746
1305031231.5631 1.2641 0.6075 1.5272 0.6258 0.6605 -0.4073 -0.0782
1305031231.5731 1.2643 0.6084 1.5268 0.6275 0.6617 -0.4023 -0.0809
1305031231.5831 1.2643 0.6091 1.5260 0.6295 0.6610 -0.3994 -0.0849
1305031231.5931 1.2643 0.6099 1.5257 0.6311 0.6610 -0.3959 -0.0894
1305031231.6031 1.2645 0.6108 1.5252 0.6329 0.6607 -0.3928 -0.0932
1305031231.6131 1.2645 0.6118 1.5248 0.6344 0.6612 -0.3886 -0.0970
1305031231.6231 1.2647 0.6126 1.5243 0.6359 0.6614 -0.3848 -0.1006
1305031231.6331 1.2647 0.6134 1.5240 0.6373 0.6611 -0.3819 -0.1047
1305031231.6431 1.2647 0.6140 1.5234 0.6388 0.6604 -0.3793 -0.1094
1305031231.6532 1.2649 0.6149 1.5232 0.6401 0.6606 -0.3756 -0.1133
1305031231.6631 1.2649 0.6156 1.5228 0.6414 0.6603 -0.3725 -0.1173
1305031231.6731 1.2652 0.6162 1.5223 0.6430 0.6603 -0.3687 -0.1211
1305031231.6832 1.2656 0.6172 1.5221 0.6447 0.6609 -0.3635 -0.1242
1305031231.6931 1.2655 0.6179 1.5216 0.6458 0.6603 -0.3608 -0.1294
1305031231.7031 1.2660 0.6187 1.5214 0.6474 0.6608 -0.3558 -0.1329
1305031231.7133 1.2659 0.6195 1.5207 0.6486 0.6601 -0.3529 -0.1377
1305031231.7231 1.2660 0.6202 1.5205 0.6500 0.6603 -0.3483 -0.1422
1305031231.7331 1.2666 0.6211 1.5203 0.6523 0.6610 -0.3411 -0.1457
1305031231.7431 1.2664 0.6220 1.5200 0.6534 0.6609 -0.3366 -0.1515
1305031231.7531 1.2663 0.6227 1.5193 0.6546 0.6604 -0.3326 -0.1575
1305031231.7631 1.2664 0.6234 1.5191 0.6560 0.6604 -0.3272 -0.1630
1305031231.7731 1.2670 0.6245 1.5191 0.6574 0.6610 -0.3209 -0.1670
1305031231.7831 1.2670 0.6253 1.5188 0.6587 0.6612 -0.3150 -0.1722
1305031231.7931 1.2670 0.6261 1.5185 0.6599 0.6607 -0.3104 -0.1781
1305031231.8031 1.2673 0.6269 1.5184 0.6613 0.6612 -0.3034 -0.1828
1305031231.8131 1.2675 0.6278 1.5181 0.6624 0.6611 -0.2978 -0.1880
1305031231.8231 1.2674 0.6285 1.5178 0.6633 0.6602 -0.2934 -0.1950
1305031231.8331 1.2678 0.6295 1.5177 0.6649 0.6599 -0.2866 -0.2009
1305031231.8431 1.2678 0.6302 1.5176 0.6655 0.6591 -0.2816 -0.2083
1305031231.8531 1.2678 0.6313 1.5178 0.6661 0.6590 -0.2750 -0.2154
1305031231.8631 1.2681 0.6321 1.5177 0.6670 0.6588 -0.2684 -0.2215
1305031231.8731 1.2684 0.6331 1.5177 0.6681 0.6583 -0.2617 -0.2278
1305031231.8834 1.2684 0.6339 1.5178 0.6685 0.6578 -0.2564 -0.2338
1305031231.8931 1.2688 0.6346 1.5177 0.6696 0.6572 -0.2504 -0.2389
1305031231.9031 1.2691 0.6354 1.5177 0.6709 0.6560 -0.2449 -0.2443
1305031231.9131 1.2691 0.6363 1.5177 0.6715 0.6551 -0.2401 -0.2495
1305031231.9232 1.2694 0.6371 1.5178 0.6721 0.6543 -0.2349 -0.2550
1305031231.9333 1.2696 0.6380 1.5180 0.6729 0.6530 -0.2297 -0.2606
1305031231.9432 1.2701 0.6389 1.5182 0.6738 0.6522 -0.2238 -0.2655
1305031231.9531 1.2702 0.6395 1.5183 0.6739 0.6513 -0.2197 -0.2710
1305031231.9632 1.2705 0.6403 1.5183 0.6747 0.6500 -0.2153 -0.2757
1305031231.9731 1.2708 0.6410 1.5184 0.6750 0.6494 -0.2110 -0.2795
1305031231.9831 1.2713 0.6417 1.5184 0.6761 0.6480 -0.2068 -0.2832
1305031231.9931 1.2716 0.6424 1.5185 0.6766 0.6470 -0.2033 -0.2870
1305031232.0031 1.2721 0.6432 1.5186 0.6778 0.6453 -0.1993 -0.2905
1305031232.0131 1.2726 0.6440 1.5190 0.6788 0.6439 -0.1944 -0.2947
1305031232.0232 1.2724 0.6447 1.5190 0.6787 0.6420 -0.1916 -0.3007
1305031232.0332 1.2728 0.6455 1.5192 0.6794 0.6405 -0.1871 -0.3052
1305031232.0431 1.2733 0.6462 1.5195 0.6800 0.6395 -0.1818 -0.3091
1305031232.0531 1.2737 0.6470 1.5199 0.6806 0.6383 -0.1765 -0.3135
1305031232.0631 1.2742 0.6478 1.5199 0.6811 0.6368 -0.1722 -0.3176
1305031232.0731 1.2747 0.6485 1.5202 0.6817 0.6355 -0.1676 -0.3215
1305031232.0831 1.2749 0.6492 1.5204 0.6821 0.6337 -0.1640 -0.3259
1305031232.0931 1.2750 0.6498 1.5207 0.6821 0.6328 -0.1602 -0.3297
1305031232.1031 1.2757 0.6504 1.5210 0.6830 0.6311 -0.1561 -0.3330
1305031232.1131 1.2758 0.6509 1.5212 0.6829 0.6300 -0.1526 -0.3367
1305031232.1231 1.2764 0.6515 1.5215 0.6832 0.6283 -0.1490 -0.3410
1305031232.1331 1.2767 0.6520 1.5219 0.6834 0.6268 -0.1463 -0.3446
1305031232.1431 1.2772 0.6524 1.5222 0.6836 0.6255 -0.1428 -0.3478
1305031232.1532 1.2774 0.6529 1.5225 0.6837 0.6246 -0.1393 -0.3508
